0,2,1,2624,85,2624,771.173018292683,2624.0
0,5,1,2329,380,2329,378.669815371404,2329.0
0,4,1,2420,289,2420,456.0611570247934,2420.0
0,3,1,2540,169,2540,567.9622047244095,2540.0
0,6,1,2235,474,2235,324.3436241610738,2235.0
0,8,1,2070,639,2070,250.30821256038647,2070.0
0,13,1,1698,1011,1698,159.99175500588927,1698.0
0,7,1,2151,558,2151,282.61180846118083,2151.0
0,12,1,1747,962,1747,173.7527189467659,1747.0
0,11,1,1827,882,1827,187.4592227695676,1827.0
0,10,1,1907,802,1907,204.21709491347667,1907.0
0,14,1,1659,1050,1659,147.4671488848704,1659.0
0,9,1,1985,724,1985,225.2846347607053,1985.0
0,16,1,1596,1113,1596,126.59649122807018,1596.0
0,15,1,1623,1086,1623,136.6223043746149,1623.0
0,17,1,1564,1145,1564,118.49488491048594,1564.0
0,18,1,1527,1182,1527,111.96201702685003,1527.0
0,19,1,1483,1226,1483,106.76871207012812,1483.0
0,20,1,1446,1263,1446,101.84094052558783,1446.0
0,21,1,1417,1292,1417,96.80875088214538,1417.0
0,22,1,1384,1325,1384,92.6893063583815,1384.0
0,24,1,1314,1395,1314,85.84322678843226,1314.0
0,25,1,1269,1440,1269,83.30496453900709,1269.0
0,23,1,1351,1358,1351,88.83937823834196,1351.0
0,27,1,1178,1531,1178,79.06451612903226,1178.0
0,34,1,944,1765,944,64.47457627118644,944.0
0,28,1,1137,1572,1137,77.051890941073,1137.0
0,30,1,1073,1636,1073,72.23112767940354,1073.0
0,29,1,1102,1607,1102,74.84210526315789,1102.0
0,33,1,969,1740,969,66.6109391124871,969.0
0,26,1,1228,1481,1228,80.81921824104235,1228.0
0,32,1,993,1716,993,69.02114803625378,993.0
0,31,1,1029,1680,1029,70.79883381924198,1029.0
0,36,1,912,1797,912,59.33552631578947,912.0
0,37,1,888,1821,888,57.484234234234236,888.0
0,38,1,869,1840,869,55.36939010356732,869.0
0,40,1,822,1887,822,52.27980535279806,822.0
0,35,1,928,1781,928,61.97629310344828,928.0
